NO;JENIS;IMPORTER;BRAND;MODEL;CC;TRANS;FUEL;TANK;GVW;GEAR RATIO;WHEEL & TYRE SIZE;PS/HP;WHEEL BASE;DIMENSION;SEATER;DRIVE SYS;DRIVE SYS2;SPEED;DOOR;WHEELS;CBU/CKD/COMP;ORIGIN COUNTRY;JANUARY;FEBRUARY;MARCH;APRIL;MAY;JUNE
105;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;XM AT;4395;AT;PHEV;69;3300;-;"HL 275/35 R23 108Y; HL 315/30 R23 111Y";653;3105;5110 x 2005 x 1755;5;4X4;-;-;5;4;CBU;USA;-;-;-;-;-;-
106;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;iX xDrive40 AT;0;AT;BEV;0;3010;-;255/50 R21 109Y;-;3000;4953 x 1967 x 1695;-;4X4;-;-;-;4;CBU;Germany;-;-;-;-;-;-
107;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;XM 50e AT;0;AT;PHEV;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;1;-;-;-;-
108;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;XM Label AT;4395;AT;PHEV;69;3400;-;"275/40 R22 107Y; 315/35 R22 111Y";748;3098;5.053 x 2.095 x 1.705;5;4X4;-;-;5;4;CBU;Germany;-;-;-;-;-;-
109;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;iX1 eDrive20 AT;0;AT;BEV;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;1;-;-;-;-;-
110;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;M2 Coupe 22DM AT;2993;AT;G;52;1730;-;-;480;2747;4580 x 1887 x 1403;4;4X2;FR;-;2;4;CBU;Germany;-;-;1;-;-;-
111;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;iX xDrive50;0;AT;BEV;0;3145;-;"275/40 R22 107Y;275/40 R22 107Y";523;3000;4.960 x 1.967 x 1.696;5;4X4;-;-;5;4;CBU;Germany;-;-;-;-;-;-
112;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;iX xDrive45 AT;0;AT;BEV;0;3100;-;-;-;3000;4965 x 1970 x 1695;5;0;-;-;5;4;CBU;Germany;-;-;-;-;2;6
113;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;iX2 xDrive30 AT;0;AT;BEV;0;2020;-;-;313;2692;4554 x 1845 x 1560;5;4X4;-;-;5;4;CBU;Germany;-;-;2;-;-;-
114;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;218 AT;1499;AT;G;49;1420;-;-;156;2670;4546 x 1800 x 1445;5;4X2;FF;-;4;4;CBU;Germany;-;-;-;21;1;9
115;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;i7 M70 xDrive AT S;-;AT;BEV;-;3250;-;-;570;3215;5391 x 1950 x 1544;5;4X4;-;-;5;4;CBU;Germany;-;-;-;-;-;1
116;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;BMW;M3 CS 32GB AT S;2993;AT;G;59;2330;-;-;543;2857;4877 x 1918 x 1447;5;4X4;-;-;5;4;CBU;Germany;-;-;-;-;-;4
117;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;Cooper Hatch AT;1499;A/T;G;40;1610;-;205/45 R17 88W;136;2495;3863 x 1727 x 1414;-;4X2;FF;-;0;4;CBU;UK;-;-;-;-;-;-
118;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;CBU  Cooper S 5 Door AT;1499;A/T;G;40;1740;-;205/45 R17 88W;136;2567;4023 x 1727 x 1425;-;4X2;FF;-;0;4;CBU;UK;-;12;8;7;-;-
119;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;Cooper S RHD AT;1998;AT;G;0;-;-;-;-;-;-;-;4X4;-;-;0;0;-;UK;-;29;12;21;8;9
120;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;Countryman S ALL4 AT;1998;AT;G;0;-;-;-;-;-;-;-;4X4;-;-;0;0;CBU;Germany;-;-;-;-;-;-
121;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;JCW Countryman ALL4;1998;AT;G;0;-;-;-;-;-;-;-;4X4;-;-;0;0;-;UK;-;1;9;1;1;5
122;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;Countryman SE ALL4;-;AT;BEV;0;-;-;-;-;-;-;-;4X4;-;-;-;-;-;UK;-;8;2;3;-;-
123;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;Cooper SE AT;0;AT;BEV;0;1605;-;"R17 93 H XL, 195/60 R16 93 H XL;205/50 R17 93 H XL, 195/60 R16";218;2526;3858 x 1756 x 1460;4;4X2;FF;-;3;4;CBU;China;-;-;-;16;11;-
124;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;CBU ACEMAN SE AT 82GC;0;AT;BEV;0;1710;-;"205/55 R17 95 H XL;205/55 R17 95 H XL";218;2606;4079 x 1754 x 1514;5;4X2;FF;-;5;4;CBU;China;24;20;16;2;4;-
125;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;CBU JCW Cabrio AT 32GX S;1998;AT;G;44;1425;-;"215/45 R17 91 Y XL;215/45 R17 91 Y XL";231;2495;3879 x 1744 x 1431;4;4X2;FF;-;2;4;CBU;UK;-;2;3;7;3;3
126;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;JCW Aceman E AT;-;AT;BEV;-;1745;-;-;258;2606;4079 x 1754 x 1514;5;4X2;FF;-;5;4;CBU;China;-;4;7;5;-;-
127;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;JCW E AT;-;AT;BEV;-;1650;-;-;258;2526;3858 x 1756 x 1460;4;4X2;FF;-;3;4;CBU;China;-;12;8;7;-;-
128;CBU IMPORT;PT. TJAHJA SAKTI MOTOR;MINI;JCW AT;1998;AT;G;44;1425;-;-;231;2495;3879 x 1744 x 1431;4;4X2;FF;-;2;4;CBU;Germany;-;-;13;-;-;15
129;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;TRACTOR HEAD (DB290TH);7700;MT;D;300;41000;5;R20-11.00;290;3375;5970 x 2490 x 2975;2;4X2;FR;90;2;6;CBU;China;-;4;10;-;-;15
130;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;TRACTOR HEAD (DB300TH);7700;MT;D;350;41005;5;R20-11.00;300;3500;5805 x 2490 x 2720;2;4X2;FR;102;2;6;CBU;China;-;-;-;-;-;-
131;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;TRACTOR HEAD (FD290TH);7700;MT;D;300;53000;5;R20-11.00;290;310 + 13;6875 x 2500 x 2980;2;6X4;FR;90;2;10;CBU;China;17;13;13;25;21;5
132;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;TRACTOR HEAD (FD380TH) CNG;11596;MT;G;8x140;70000;5;R22.5-12.00;380;800 + 13;7443 x 2490 x 3450;2;6X4;FR;89;2;10;CBU;China;2;-;-;-;-;-
133;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;TRACTOR HEAD (FD460TH);11050;MT;D;400;100000;6;R20-12.00;460;310 + 13;6895 x 2500 x 3505;2;6X4;FR;85;2;10;CBU;China;7;-;-;6;5;10
134;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;TRACTOR HEAD (FD550TH);12540;MT;D;600;150000;6;R20-12.00;550;300 + 13;6875 x 2500 x 3995;2;6X4;FR;95;2;10;CBU;China;4;-;-;-;-;2
135;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;CHASSIS (DD130CG);4214;MT;D;80;7800;5;R16-750;130;3860;6860 x 2500 x 2600;2;4X4;4WD;90;2;6;CBU;China;-;-;-;-;-;-
136;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;CHASSIS (DD140CG);4214;MT;D;180;8000;6;R16-750;140;3880;7270 x 2080 x 2590;2;4X4;FR;90;2;6;CBU;China;6;-;-;4;-;-
137;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;CHASSIS (FB240CB);6600;MT;D;300;25000;5;R22.5-11.00;240;225 + 13;9475 x 2490 x 3490;2;6X2;FR;85;2;10;CBU;China;-;-;-;-;-;-
138;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;CHASSIS (FB240CG);6600;MT;D;300;33000;5;R20-11.00;240;885 + 13;11955 x 2500 x 3250;2;6X2;FR;85;2;10;CBU;China;10;5;-;6;10;25
139;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;CHASSIS (FD290CG);7700;MT;D;300;26500;5;R20-11.00;290;885 + 13;11945 x 2485 x 3030;2;6X4;FR;85;2;10;CBU;China;4;9;10;-;11;10
140;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;CHASSIS (HD375CG);9500;MT;D;400;31500;6;R20-12.00;375;+ 4520 +;11885 x 2495 x 3430;2;8X4;FR;75;2;12;CBU;China;5;-;3;-;5;10
141;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;DUMP TRUCK (HD430DT);11596;MT;D;400;50000;6;R24-12.00;430;+ 3750 +;8580 x 2550 x 3690;2;8X4;FR;84;2;12;CBU;China;5;-;16;1;-;-
142;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;DUMP TRUCK (FD280DT);7700;MT;D;300;26000;5;R20-10.00;280;200 + 13;8900 x 2490 x 2850;2;6X4;FR;83;2;10;CBU;China;-;-;-;-;-;-
143;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;DUMP TRUCK (FD290DT);7700;MT;D;300;26500;5;R20-11.00;290;200 + 13;8945 x 2495 x 3240;2;6X4;FR;90;2;10;CBU;China;-;15;10;5;-;-
144;CBU IMPORT;PT. GAYA MAKMUR MOBIL;FAW;SELF LOADER TRUCK (FD290SL);7700;MT;D;300;26500;5;R20-11.00;290;880 + 13;11945 x 2485 x 3030;2;6X4;FR;85;2;10;CBU;China;-;-;1;-;4;-
145;CBU IMPORT;PT. ISUZU ASTRA MOTOR INDONESIA;ISUZU;D-MAX SC;2499;MT;D;76;2750;4100;245/70/R16;109;3095;5,215 x 1,860 x 1,780;3;4X4;4WD;-;2;4;CBU;Thailand;-;-;10;-;32;15
146;CBU IMPORT;PT. ISUZU ASTRA MOTOR INDONESIA;ISUZU;D-MAX DC;2499;MT;D;76;2750;4100;245/70/R16;109;3095;5,190 x 1,860 x 1,785;5;4X4;4WD;-;4;4;CBU;Thailand;-;-;8;-;9;-
147;CBU IMPORT;PT. ISUZU ASTRA MOTOR INDONESIA;ISUZU;MU-X 4X4;2499;-;D;47;2540;-;-;-;-;-;7;4X4;4WD;-;5;4;CBU;Thailand;1;-;24;21;26;-
148;CBU IMPORT;PT. ISUZU ASTRA MOTOR INDONESIA;ISUZU;NPS 81;4570;MT;D;100;8250;5857;7.50-15-14PR;125;3360;6,000x1,990x2,280;3;4X2;FR;102;2;6;CBU;Thailand;11;11;1;4;16;4
149;CBU IMPORT;PT. ISUZU ASTRA MOTOR INDONESIA;ISUZU;CYZ 51 Q;14256;MT;D;200;29000;6143;11.00-20-16LUG;360;5905;9775 x 2490 x2970;3;6X4;FR;-;2;10;CBU;Japan;-;-;-;-;-;-
150;CBU IMPORT;PT. ISUZU ASTRA MOTOR INDONESIA;ISUZU;CYZ 51 N;14256;MT;D;200;29000;6143;11.00-20-16LUG;360;5905;9775 x 2490 x2970;3;6X4;FR;-;2;10;CBU;Japan;-;-;-;-;-;-
151;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;Mazda 2 GT AT;1498;AT;G;42,8;-;4147;195/45R16;103;2490;3913 x 1695 x 1475;5;4X2;FF;-;5;4;CBU;Thailand;-;-;-;-;-;-
152;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;Mazda 2 Sedan;1496;AT;G;44;-;-;185/60R16;111;2570;4340 x 1695 x 1479;5;4X2;FF;-;4;4;CBU;Thailand;1;-;-;-;-;-
153;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;Mazda 3 Hatchback;1998;AT;G;51;-;-;215/45R18;155;2725;4,460 x 1,795 x 1,435;5;4X2;FF;-;5;4;CBU;Japan;98;60;72;53;74;56
154;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;Mazda 3 Sedan;1998;AT;G;51;-;-;215/45R18;155;2725;4,660 x 1,795 x 1,440;5;4X2;FF;-;5;4;CBU;Japan;1;3;4;3;3;-
155;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;Mazda 6 Elite Estate;2488;AT;G;62;-;-;225/45R19;192;2750;4,800 x 1,840 x 1,480;5;4X2;FF;-;5;4;CBU;Japan;1;1;-;-;-;3
156;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;Mazda 6 Elite Sedan;2488;AT;G;64;-;4056;225/45R19;187;2830;4865 x 1840 x 1450;5;4X2;FF;-;4;4;CBU;Japan;2;4;-;-;1;2
157;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;MX 5 RF AT;1999;AT;G;50;-;3863;205/45R17;160;2330;4020 x 1720 x 1255;2;4X2;FF;-;4;4;CBU;Japan;-;5;2;8;2;1
158;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;New MX 5 RF MT;1999;MT;G;50;-;3863;205/45R17;160;2330;4020 x 1720 x 1255;2;4X2;FF;-;4;4;CBU;Japan;-;1;-;1;1;1
159;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-3 Pro;1998;AT;G;48;-;-;215/50R18;149;2570;4275 x 1765 x 1535;5;4X2;FF;-;5;4;CBU;Japan;1;-;-;-;-;1
160;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-3 Sport;1998;AT;G;48;-;-;215/50R18;149;2570;4275 x 1765 x 1535;5;4X2;FF;-;5;4;CBU;Japan;-;2;81;60;85;61
161;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-3 GT;1998;AT;G;51;-;;215/55R18;155;2655;4395 x 1795 x 1540;5;4X2;FF;;5;4;CBU;Japan;19;13;21;13;28;30
162;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-5 Elite;2488;AT;G;56;-;-;225/55R19;190;2700;4550 x 1840 x 1680;5;4X2;FF;-;5;4;CBU;Japan;4;19;22;14;21;24
163;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-5 Kuro;2488;AT;G;58;-;-;225/55R19;190;2700;4550 x 1840 x 1680;5;4X4;4WD;-;5;4;CBU;Japan;9;55;48;26;31;63
164;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-5 AWD;2488;AT;G;58;-;-;225/55R19;190;2700;4550 x 1840 x 1680;5;4X4;4WD;-;5;4;CBU;Japan;-;-;-;-;-;-
165;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-6 3.3 MHEV AWD Elite;3283;AT;G;58;-;-;235/50R20;284;2870;4,740 x 1,890 x 1,686.5;5;4X4;4WD;-;5;4;CBU;Japan;2;15;8;5;22;9
166;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-6 3.3 MHEV AWD Kuro;3283;AT;G;58;-;-;235/50R20;284;2870;4,740 x 1,890 x 1,686.5;5;4X4;4WD;-;5;4;CBU;Japan;18;12;3;3;1;-
167;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-6 2.5 Pro;2488;AT;G;58;-;-;235/50R20;284;2870;4740 x 1890 x 1686.5;5;4X4;4WD;-;5;4;CBU;Japan;1;4;4;1;-;-
168;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;New CX-9;2488;AT;G;72;-;-;255/50R20;231;2930;5075 x 1969 x 1747;7;4X2;FF;-;5;4;CBU;Japan;2;-;-;-;1;-
169;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;New CX-9 AWD;2488;AT;G;74;-;-;255/50R20;231;2930;5075 x 1969 x 1747;7;4X4;4WD;-;5;4;CBU;Japan;1;-;-;1;-;-
170;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;New CX-8 Elite;2488;AT;G;72;-;-;225/55R19;190;2930;4900 x 1840 x 1730;6;4X2;FF;-;5;4;CBU;Malaysia;6;7;11;1;10;3
171;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-8 2.5 PHEV AWD ELITE;2488;AT;PHEV;70;-;-;235/50R20;327;3120;4990 x 1890 x 1713;6;4X4;4WD;-;5;4;CBU;Japan;5;2;3;1;-;1
172;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;CX-8 2.5 PHEV AWD KURO;2488;AT;PHEV;70;-;-;235/50R20;327;3120;4990 x 1890 x 1713;6;4X4;4WD;-;5;4;CBU;Japan;7;3;1;5;5;3
173;CBU IMPORT;PT. EUROKARS MOTOR INDONESIA;MAZDA;MX-3 BEV;0;AT;BEV;0;-;-;215/55R18;145;2655;4395 x 1795 x 1555;5;4X2;FF;-;5;4;CBU;Japan;2;-;1;-;1;-
174;CBU IMPORT;PT. GARUDA MATARAM MOTOR;VOLKSWAGEN;Polo 1.2 GT TSI AT;1200;AT;G;-;-;-;-;-;-;-;5;4X2;FF;-;5;4;CBU;India;-;-;-;-;-;-
175;CBU IMPORT;PT. GARUDA MATARAM MOTOR;VOLKSWAGEN;T-Cross 1.0 TSI AT;999;AT;G;50;-;-;205/55 R17;115;2651;4,221X1,760X1,612;5;4X2;FF;-;5;4;CBU;India;-;1;1;-;-;-
176;CBU IMPORT;PT. GARUDA MATARAM MOTOR;VOLKSWAGEN;ID.BUZZ LWB EV AT;91 kWh;AT;-;0;-;-;-;-;-;-;7;4X2;FR;-;5;4;CBU;Germany;-;-;15;-;55;-
177;CBU IMPORT;PT. GARUDA MATARAM MOTOR;AUDI;A4 2.0 TFSI AT;1984;AT;G;0;-;-;-;-;-;-;5;4X2;FF;-;5;4;CBU;Germany;-;1;-;-;-;-
178;CBU IMPORT;PT. GARUDA MATARAM MOTOR;AUDI;Q3 1.4 TFSI AT;1400;AT;G;64;-;-;-;-;-;-;5;4X4;4WD;250;4;4;CBU;Germany;-;1;-;-;-;-
179;CBU IMPORT;PT. GARUDA MATARAM MOTOR;AUDI;Q5 2.0 TFSI AT;1984;AT;G;75;1845;3692;255/55/R19;225;2807;4629 x 1880 x 1653;5;4X4;4WD;222;4;4;CBU;Germany;-;-;2;1;1;-
180;CBU IMPORT;PT. GARUDA MATARAM MOTOR;AUDI;Q7 3.0 TFSI AT;2995;AT;G;100;2245;4845;265/50/R19;272;3002;5089 x 2002 x 1695;7;4X4;4WD;222;4;4;CBU;Germany;-;-;-;-;-;-
181;CBU IMPORT;PT. GARUDA MATARAM MOTOR;AUDI;Q8 3.0 TFSI AT;2995;AT;G;100;2245;4845;265/50/R19;272;3002;5089 x 2002 x 1695;7;4X4;4WD;222;4;4;CBU;Germany;-;-;-;1;1;-
182;CBU IMPORT;PT. GARUDA MATARAM MOTOR;AUDI;RS4 2.9 TFSI AT;2900;AT;G;58;-;-;-;-;-;-;5;4X4;4WD;-;5;4;CBU;Germany;-;-;-;-;-;-
183;CBU IMPORT;PT. GARUDA MATARAM MOTOR;AUDI;RS5 2.9 TFSI AT;2900;AT;G;61;-;-;-;-;-;-;5;4X4;4WD;-;5;4;CBU;Germany;-;-;-;-;-;-
184;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Venue;998;AT;G;-;-;-;-;-;-;-;5;4X2;-;-;5;4;CBU;India;52;-;-;-;-;-
185;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Kona EV;-;AT;BEV;-;2020;-;215/55/R17;-;2600;4180 x 1800 x 1570;5;4X2;-;-;5;4;CBU;South Korea;-;-;-;-;-;-
186;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Ioniq EV Prime;-;AT;BEV;-;1970;-;205/60/R16;-;2700;4470 x 1820 x 1475;5;4X4;-;-;5;4;CBU;South Korea;-;-;-;-;-;-
187;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Genesis G80 EV;-;AT;BEV;-;2265;-;245/45/R19;-;3010;5005 x 1925 x 1475;5;4X2;-;-;5;4;CBU;South Korea;-;-;1;-;2;-
188;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Genesis G80;2500;AT;G;65;2265;-;245/45/R19;-;3010;5005 x 1925 x 1475;5;4X2;-;-;5;4;CBU;South Korea;-;-;-;-;-;-
189;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Tucson;2000;AT;G;-;-;-;-;-;-;-;5;4X4;4WD;-;5;4;CBU;South Korea;-;10;-;-;-;-
190;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Tucson HEV;1600;AT;HYBRID;-;-;-;-;-;-;-;5;4X2;FF;-;5;4;CBU;South Korea;-;60;71;-;-;-
191;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Ioniq5;-;AT;BEV;-;-;-;-;-;-;-;5;4X2;FF;-;5;4;CBU;South Korea;-;-;-;-;-;-
192;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Palisade 2.2 CRDi Prime;2200;AT;D;71;2670;-;245/50/20;200;2900;4980 x 1975 x 1750;7;4X2;FF;-;5;4;CBU;South Korea;10;-;-;4;8;-
193;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Palisade 2.2 CRDi Signature;2200;AT;D;71;2690;-;245/50/20;200;2900;4980 x 1975 x 1750;7;4X2;FF;-;5;4;CBU;South Korea;228;96;64;145;55;-
194;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Palisade 2.2 CRDi AWD;2200;AT;D;71;2690;-;245/50/20;200;2900;4980 x 1975 x 1750;7;4X4;4WD;-;5;4;CBU;South Korea;36;-;6;6;12;-
195;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;All New Palisade Hybrid Calligraphy;2500;AT;HYBRID;-;-;-;-;-;-;-;7;4X2;FF;-;5;4;CBU;South Korea;-;-;1;-;132;221
196;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;All New Palisade Hybrid Signature;2500;AT;HYBRID;-;-;-;-;-;-;-;7;4X2;FF;-;5;4;CBU;South Korea;-;-;1;-;22;4
197;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;All New Palisade Hybrid Calligraphy AWD;2500;AT;HYBRID;-;-;-;-;-;-;-;7;4X4;4WD;-;5;4;CBU;South Korea;-;-;1;-;33;12
198;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Genesis GV80 2.5T AWD;2500;AT;G;-;-;-;-;-;-;-;5;4X4;FF;-;5;4;CBU;South Korea;-;-;2;-;-;-
199;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Staria Signature 7;2200;AT;D;75;2930;-;235/55/18;177;3273;5253 x 1997 x 1990;7;4X4;4WD;-;5;4;CBU;South Korea;10;-;4;4;5;-
200;CBU IMPORT;PT. HYUNDAI MOTORS INDONESIA (HMID);HYUNDAI - HMID;Staria Signature 9;2200;AT;D;75;3120;-;235/55/18;177;3273;5253 x 1997 x 1990;9;4X4;4WD;-;5;4;CBU;South Korea;11;-;5;7;5;-
201;CBU IMPORT;PT. ASTRA INTERNATIONAL UD TRUCKS SALES OPERATION;UD TRUCK;CKE25042R;7698;MT;D;315;21000;5570;11,00-20-16PR;250;5200;8,975 x 2,500 x 3,220;3;4X2;FR;90;2;6;CBU;Thailand;10;-;-;-;-;10
202;CBU IMPORT;PT. ASTRA INTERNATIONAL UD TRUCKS SALES OPERATION;UD TRUCK;GWE41064T;10837;MT;D;315;55000;5790;11,00-20-16PR;410;4770;7,055 x 2,500 x 3,312;3;6X4;FR;90;2;10;CBU;-;-;5;-;-;-;-
203;CBU IMPORT;PT. ASTRA INTERNATIONAL UD TRUCKS SALES OPERATION;UD TRUCK;CQE28082R;7898;MT;D;315;30000;5570;11,00-20-16PR;280;5800;11,776 x 2,500 x 3,253;3;8X2;FR;90;2;12;CBU;Thailand;-;-;-;-;-;-
204;CBU IMPORT;PT. ASTRA INTERNATIONAL UD TRUCKS SALES OPERATION;UD TRUCK;CGE37084R;10837;MT;D;405;41000;6370;11,00-20-16PR;370;6970;11,324 x 2,500 x 3,252;3;8X4;FR;90;2;12;CBU;Thailand;17;10;-;-;19;26
205;CBU IMPORT;PT. ASTRA INTERNATIONAL UD TRUCKS SALES OPERATION;UD TRUCK;RKE15042R;3760;MT;D;100;8500;4800;7,50-16-14PR;150;3350;6,258 x 2,206 x 2,540;3;4X2;FR;90;2;6;CBU;India;38;-;62;40;10;-
206;CBU IMPORT;PT. HINO MOTORS SALES INDONESIA;HINO;ZY - HR;12913;MT;D;330;50000;STD 5.41;12.00 R24;410;0+3750+;9290 x 2545 x 3205;2;8X4;FR;99;2;12;CBU;Japan;10;3;4;2;2;-
207;CBU IMPORT;PT. HINO MOTORS SALES INDONESIA;HINO;ZS4141;12913;MT;D;330;41000;STD 7.21;12.00 R24;410;4145+150;8245 x 2545 x 3205;2;6X4;FR;75;2;10;CBU;Japan;-;-;-;-;-;-
208;CBU IMPORT;PT. HINO MOTORS SALES INDONESIA;HINO;SS1E;12913;MT;D;330;-;7.21;12.00 R24;410;4145+150;8245 x 2545 x 3205;2;6X4;FR;-;2;-;CBU;Japan;-;-;-;-;-;-
209;CBU IMPORT;PT. HINO MOTORS SALES INDONESIA;HINO;SV1E;12913;MT;D;330;-;7.21;12.00 R24;410;4145+150;8245 x 2545 x 3205;2;6X4;FR;75;2;10;CBU;Japan;-;-;-;-;-;-
210;CBU IMPORT;PT. KERETA INDO ARTA;KIA;Picanto EX;1248;AT;G;35;1350;4336;165/60 R14;64,4/6000 (kW/rpm);2385;3592 x 1595 x 1480;5;4X2;FF;-;5;4;CBU;Korea;-;-;-;-;-;-
211;CBU IMPORT;PT. KERETA INDO ARTA;KIA;Sonet Premiere;1500;AT;G;55;1705;-;215/60 R17;140/6000;2610;4315 x 1800 x 1620;5;4X2;FF;7;5;4;CBU;India;30;-;-;-;-;-
212;CBU IMPORT;PT. KERETA INDO ARTA;KIA;Sonet Premiere;1500;MT;G;55;1705;-;215/60 R17;140/6000;2610;4315 x 1800 x 1620;5;4X2;FF;7;5;4;CBU;India;-;-;-;-;-;-
213;CBU IMPORT;PT. KERETA INDO ARTA;KIA;Carnival;2151;AT;D;80;-;-;235/60 R18;202/3800;3090;5115 x 1995 x 1750;11;4X2;FF;8;5;4;CBU;Korea;-;-;-;-;-;-
214;CBU IMPORT;PT. KERETA INDO ARTA;KIA;Carnival;2151;AT;D;80;-;-;235/60 R18;202/3800;3090;5115 x 1995 x 1750;11;4X2;FF;8;5;4;CBU;Korea;-;-;4;10;-;-
215;CBU IMPORT;PT. KERETA INDO ARTA;KIA;Carnival HEV;1598;AT;D;80;2960;3195;235/60 R18;202/3800;3090;5155 x 2000 x 1785;11;4X2;FF;8;5;4;CBU;Korea;-;9;1;2;-;-
